Aggression,Anxiety,Depression,Shyness,Impulsivity,Delinquency
-0.11277897813827514,-0.7843368318984054,-0.651839385805903,-0.9018152866032825,-0.9151660374829413,-0.42042410639056393
0.913980406779377,0.16485688451406436,-0.3658693871330376,0.32168728042240696,0.8445584871878549,0.6651867075419549
-0.3907780336274999,-0.33972872286365335,1.7889762992929503,-1.622932345349738,-1.1261210429717292,-0.3083381206353175
-0.7580897598995753,-0.08026738649317683,-0.5307979613806963,0.11746439642729938,0.6620257980737945,-0.5058541348878036
0.1436357640426421,1.7825985735037213,1.1465371459671407,1.1796903762296047,2.7207980735893535,0.11686203005032403
-0.3466798724148745,0.26656636892946506,0.9730684728038376,0.8678404046666832,0.6998744482211715,0.0773507860528384
2.308149010697076,1.2601506307284414,1.232492624643302,0.5035892811099392,1.4475603008476772,1.277080526541244
0.36161075909477536,2.2733559512293846,1.800255608735061,0.07971186293188237,0.5883651030754296,-0.40669198121444394
0.7076871054203999,0.7522651739221374,0.047094433128021196,-0.15850034919789813,0.07350731971564861,0.28336622273842715
-1.2028024087393798,-1.198070470466425,-1.4538815336510889,0.23666979899326557,-0.8016550077422804,-2.1560266661049963
-0.374193067832999,-0.9617017037616385,-0.6020951654515401,0.532638313576737,-0.9313628664643564,0.6263166288052777
1.250552966576926,0.29376313097270723,1.3376048008842956,-0.20279493685223265,-0.19007402379685612,1.3306493159342694
1.1986072637896095,0.7933751446996031,2.360162635623188,-0.052307031727434006,-0.48200643740722404,1.4701974869445273
-0.2258357318886792,0.7093785650545609,0.09184374355560415,0.17688358645247704,0.36742834761579257,-0.19570124528998636
1.0456563342679135,0.18908481372345123,-0.749955181968228,0.06596728413925122,0.28895359672693843,0.5644189583973247
-0.7769774190724044,0.17779116140661888,-1.0371208628204396,-0.008229006610198736,-1.0461414701762486,-0.8254093050288233
0.33828845133967506,0.5595722086344547,0.8604178708400514,0.6995927830173834,-0.7656123519715976,0.9010685644978305
0.25482143269960794,-0.3663402403773808,0.523026494316196,-0.6116810917868487,0.40224270905812987,0.552319521859181
0.7960617129786518,0.037666798271125734,0.09509159922625393,0.2003598285302336,0.1960305268661958,-0.48359777766761125
0.162921752114142,1.8270103530682502,1.0074875088545883,-1.95979853716962,0.9151829069797951,-0.7615531076128673
-0.24738008732635053,-1.0279510478949603,0.09001257990826406,0.21500273092926125,0.3342548143764249,-0.4701822879163789
-2.109587896186411,-1.7294302432428852,-1.8069010672150463,-0.325073078430519,-1.2975862377508758,-1.535080486324058
-1.7715033186722686,0.8680625604509331,1.1276564006475358,-1.6509193679097272,0.16482270403789512,-1.7428341160473453
0.15823781789406183,0.8623479314485623,0.6157693181367171,0.22130516887508286,-0.7143262769886866,-0.5282032190028542
0.36161119899349103,-0.7926506877775373,-1.183122027586625,-1.7784137184945463,-1.5075177836987,-0.43192011869841734
0.15336886572337302,0.27308986675122915,0.56235451439223,0.24953996848635773,-0.21218926717864686,0.32985262826935735
0.4245903861408209,-0.6801048899109916,-1.0230671424431284,0.14217086811864688,-0.5922540472540817,-0.4907869573538827
-0.6402183042823879,-1.3082902529458755,-1.1721120031569283,-0.8102505052621404,-0.5942903124565041,-0.23016895657249223
-0.31347945912331215,-0.3254055426662339,0.34504944069252697,-0.14282455750331532,-1.0269349526237004,-0.44923460892902495
-0.07729531500446696,0.3637952853355899,-1.0137409741888983,0.6220544070674062,-0.40203660992787194,-0.6802009418283741
-1.8095844782822448,-1.8142296600223946,-0.3036621246505201,0.8143715424692146,-0.05636772579962546,-1.2468700804469859
0.3247571151818266,-0.09191194635358713,0.4551604738289582,0.2238635736458859,0.32390078904836145,0.07082212834653379
-1.6890633020806523,-1.031804231799359,-1.256504083389715,-0.6365796993766913,-2.9208370046119794,-1.473119827272945
0.06047109705959208,0.708046941262013,0.35040922008615144,-0.3879234320547048,1.6917443472548843,0.45851844517734974
-0.07339718188910091,-0.17740053140486456,-1.1706747268677997,-1.9170926765337541,0.30126315732623704,-0.7164393166336878
-0.031155986570714514,-0.5160742938734504,0.17518274536852094,-1.6289000136926581,-0.5527879682062043,-0.2299860478720142
-0.31517533272934545,-0.11389445925699848,0.9990568527303094,0.6816134110646651,0.849010905648782,-0.7282790447956569
-1.848038069803751,-0.9021338271103148,-0.8924222945934218,0.19892166863196697,-0.19593004088485327,-1.1241081881136303
2.0619355726817044,-0.6590012223887378,-0.8133147264066255,-1.3771302637370593,1.8784377360741469,0.6147702223973253
-0.5729435149350158,-1.2755551856332765,-0.2172920132661572,-1.2375586084668189,-0.27899179226583326,-0.8913830750491558
-1.2500483681735026,0.7698191385650485,0.5102026690453464,0.49775801374108275,-0.13349204990431585,-0.8088820013177778
-0.16446467998127795,0.07366842944717564,0.26798131615127746,-1.8653640945213732,0.22319591404188527,-0.020592143917288697
-0.08982326759029172,0.8128040327232757,0.6769077310232517,-0.3719493258969837,0.47244138772760036,0.160358677718132
1.095632666595834,1.5400747239651584,0.5959032989848564,-0.8637846457506391,1.3225556159956584,0.9821715824092367
-0.047171329892433445,-1.034632597245947,-0.606065956236163,-0.853233657154503,-2.1818953536693346,-1.3712365587056101
-0.3438788325952514,-0.8502426921644131,-0.7600970572041037,0.028282800643166323,1.493705330745482,0.034366823802426616
-1.0850347031927174,0.73594928776269,0.6774958517626198,-0.39664211059299137,0.475779519917493,0.3739610964103095
-0.30559094041223833,-1.831657936536982,-0.8243911457648672,0.013747879529219298,1.143124956209475,0.24417239472515767
0.9366147704300796,1.4356185449554593,0.3486955705942633,0.08653668675431,-0.43520565623039187,1.1427791955426743
-1.0075507699659991,0.1694221302250396,-0.4589376463932946,-0.18539821869900394,-1.1756455466066629,-0.09342347221365824
-1.0121148864721685,-1.7235741295614297,-1.939002455190734,-0.592136222412382,-1.1873171121430466,-0.9977259227568278
0.03415136525174023,0.5011604435720134,0.2592975686175729,0.7025769433591506,0.6102559053341156,1.3781430145390174
-0.040943527881362574,1.266538005524144,0.8147475707321647,1.2020571968979197,0.6400526355995564,0.6105526878822376
0.550784247358175,0.5378022958773374,0.29394893314943266,-0.6675759671929518,-1.2591697562562765,-0.020750738557755076
0.26136228382864224,-0.973228265000518,-1.7072676917233438,-0.6630018565990748,-0.12678080656071994,0.0451324022273156
-1.137592489441079,-0.9016170145862608,-1.396809400453809,1.0602223418516692,-1.2875015737557134,-1.280235398198797
1.1128675634549239,1.4690356952489019,0.9480793170948123,1.050620530622739,0.8621530290793797,1.0168026214051673
1.105587119406792,-0.840517717940679,0.2205151407488537,-0.7017301344953529,0.7896538546385578,0.050237669476834945
-0.33967417214941287,-1.142784587877368,0.0075966667026654,0.47724647064256165,0.581922539936955,0.1136682632712689
1.9941369073963733,-0.6154868846066656,-0.6384322709037408,-0.8698328836549676,1.367416875489053,1.2913790357992014
0.89850862071629,0.18545978732560647,-0.7875912035007606,-0.7316955755335097,0.16789178608675337,1.1137487462777167
1.1489796651326336,1.2250256604746124,1.529666987252034,-0.6062094743301684,1.677094207879914,1.5755362710867162
1.3818489953080386,-0.21210160519306528,-0.56920081030711,0.3711484854147542,1.672132942091868,1.7254813403959057
2.5025837955318697,1.8098600445350792,1.526082859858586,-1.3283822403232242,1.933998673291182,1.9606925323317155
-0.28652499868235637,0.6395335976329172,0.41877424322036017,0.8040771721670942,0.47942059022039163,-0.6426535660220182
-1.0920705008541918,-1.8772740586178032,-1.6157555003600534,-0.16730567808880337,-1.389152081177056,-1.2645215769903444
-1.3248923435410065,-0.4414320757881035,-1.0327750300890437,0.2403698927817992,-1.6175218475670605,-1.1682366250845302
-0.6261816179382593,-0.21643246404178587,1.0421906723385947,-1.6477828927066742,-0.4941056896313733,-0.7673194062824299
0.6730519227382235,0.996246746670002,1.0545945472544065,-0.6118804184081195,0.8036417197832494,0.7546412684371309
0.027509919789967363,-0.7860183459035142,-0.9950765324654914,-0.3769834463636029,0.11920421913152586,-0.017169493277286785
-0.22733809033070096,1.2595573292970554,0.9372166762012614,-0.9575106733970055,0.6339535854395204,1.118033105181444
1.8864088416037048,0.34868498935721,0.16172534701567537,-0.3335996411706119,0.25600289676771054,1.8206937799055836
-1.9475911837545192,0.42001600731885,-1.097485739112733,0.6971770805966021,-0.5023968375778517,-1.5935797141504031
-1.1198213076455366,0.8559518817690476,1.24073888344038,1.305908536568861,-1.1330954773048392,0.285109016216811
-0.09980960632082497,0.44908139747230347,-1.3670900182469534,-1.410563266769445,0.7054402077213191,0.38312711654388326
-0.523417766685516,1.7303525765190169,1.8213248228751475,0.29205972390607576,0.7842857899773138,0.7954779791881693
1.0916807861453452,0.663120301927967,1.1196158318550706,1.1815504247500943,0.3736928213396116,1.1513182667513477
-0.5603210305609878,1.8683471728772245,1.1787846033913358,1.8850668482043973,-0.3078665636770093,-0.6938321001961834
0.3871405655370978,0.5691595497148936,0.13433723101173511,-1.425529712086975,1.5623805241227813,0.23469631547946823
-0.3709672270304501,0.06932959134062117,-0.2718945645591845,0.7137279681487408,0.14395392911873306,0.3197591180664393
-0.07774203525810129,-1.387101897865766,-0.46927025968937586,0.038206459665261594,-1.16594226710304,-1.0829821412759246
0.8713383043634066,0.4025206308934087,0.1430464567648158,2.6099849561975015,-0.1861374048984515,0.842437031234579
-1.3797395530988616,-0.7021320498222162,-1.0137693016522769,0.5119803932995344,0.01941287625457566,-0.7646063769819166
0.09578564755255314,0.46771566907015194,0.8962024935577433,-0.7867215691140561,0.2772761443398347,0.8486254821397192
-0.34165371025795355,-0.7578051474638119,0.03133233242404648,0.4242550459192521,0.03913730941798543,-0.33083463044604955
-0.06833421298569964,-0.26789652447778856,-0.007796548201417924,0.024351018695054308,-0.602153509228794,-0.6133959840657935
1.7606026402833026,0.9710887297402355,0.5520696887230709,0.6354201960899601,0.3711688597382121,0.9871936378316526
0.8334823611278013,-1.5035236899330988,-0.7822770812005679,0.07909116091550938,1.1347773623758468,1.1999718114527556
0.5649156811555635,1.6732643797357116,0.9775536504589338,-0.3292173990163516,0.3870082881492424,0.4184771110450113
-0.37663682743654603,1.7068571481887118,1.9303756876305005,0.45491157385882336,0.09429801257724606,-0.5325040776046738
0.45043294745551965,0.7669866761691229,0.23358777887723803,-0.14299221295508868,-1.028405230250667,0.6945398238766656
-0.09145333165596814,-0.5629815366392414,-1.8141676024355409,-0.33439179428820126,-0.2677436260164184,0.011865850665930211
0.5069012893767442,0.08156156640708248,-1.15863855792714,-1.392647971511065,0.042413751999897276,0.42497756451959867
-0.45758472431873015,0.3494774386528536,0.4025140789695143,-3.3932627653450274,0.49659937776206214,-0.5769913868907381
