id1,id_classroom,id_school,reading,engagement_student,engagement_teacher,engagement_principal
1,1,1,114.97772694510111,1.2839905957519386,3.7754734665900562,1.659074701431099
2,1,1,119.30871903140331,4.107355297496928,3.7754734665900562,1.659074701431099
3,1,1,123.63418015305568,2.4360953419407667,3.7754734665900562,1.659074701431099
4,1,1,106.62978909596296,3.0797718487145214,3.7754734665900562,1.659074701431099
5,1,1,113.9397558684564,0.9588560967296998,3.7754734665900562,1.659074701431099
6,2,1,109.13839527399337,0.7904967331320095,4.210834086869113,1.659074701431099
7,2,1,119.45937937876722,0.18290126744419097,4.210834086869113,1.659074701431099
8,2,1,120.17102113375469,1.4117528529850751,4.210834086869113,1.659074701431099
9,2,1,145.12542066447213,1.3118331607439873,4.210834086869113,1.659074701431099
10,3,1,127.35541583694005,0.6219410816205075,2.587327624484022,1.659074701431099
11,3,1,125.89139722738926,3.7969627527562677,2.587327624484022,1.659074701431099
12,3,1,112.69020286636247,0.5944880866231173,2.587327624484022,1.659074701431099
13,3,1,164.2588223177219,6.9284933392355175,2.587327624484022,1.659074701431099
14,3,1,90.87758526988051,2.0224439130311174,2.587327624484022,1.659074701431099
15,3,1,107.60889739189903,0.16905611779907523,2.587327624484022,1.659074701431099
16,3,1,106.99378409287384,0.18364406996385477,2.587327624484022,1.659074701431099
17,3,1,110.70341305376108,1.306069753785248,2.587327624484022,1.659074701431099
18,3,1,106.57639294854607,0.9297355257442705,2.587327624484022,1.659074701431099
19,3,1,90.24254723970586,0.8096056524239159,2.587327624484022,1.659074701431099
20,4,1,101.22501447751651,1.7766387479162065,0.5042342572069269,1.659074701431099
21,4,1,89.36677548616589,1.9150637992443091,0.5042342572069269,1.659074701431099
22,4,1,105.45200746276721,4.878284427819808,0.5042342572069269,1.659074701431099
23,4,1,78.17842250855283,0.3991736291081217,0.5042342572069269,1.659074701431099
24,4,1,109.31072993026582,1.1685970236998948,0.5042342572069269,1.659074701431099
25,4,1,130.22266283463424,3.9176870404287922,0.5042342572069269,1.659074701431099
26,5,1,117.7513053330898,4.89483357116806,0.459306012514182,1.659074701431099
27,5,1,124.12177244999556,5.268772450611433,0.459306012514182,1.659074701431099
28,5,1,89.82347553785812,2.306366441498128,0.459306012514182,1.659074701431099
29,5,1,134.21502180698275,5.839487677913499,0.459306012514182,1.659074701431099
30,5,1,93.20153420959974,1.1673797587720258,0.459306012514182,1.659074701431099
31,5,1,90.01191063715609,0.15321652543154438,0.459306012514182,1.659074701431099
32,5,1,120.73546154235483,4.326231191950384,0.459306012514182,1.659074701431099
33,5,1,119.25495741308198,1.3850479031916088,0.459306012514182,1.659074701431099
34,5,1,123.74838942383946,4.3470566435010225,0.459306012514182,1.659074701431099
35,5,1,126.58251358738977,1.7606824269856938,0.459306012514182,1.659074701431099
36,6,1,111.59968771002899,0.751775527855469,2.916788642045974,1.659074701431099
37,6,1,121.29019893326281,0.005547120768738749,2.916788642045974,1.659074701431099
38,6,1,140.37969191695177,3.644138159892643,2.916788642045974,1.659074701431099
39,6,1,111.00615656653076,1.0843792417120703,2.916788642045974,1.659074701431099
40,6,1,161.05929244331415,1.7510076226149527,2.916788642045974,1.659074701431099
41,6,1,115.86383573985383,1.1505340919563947,2.916788642045974,1.659074701431099
42,7,1,104.05592950361653,0.15306861729346397,0.8976301986646877,1.659074701431099
43,7,1,93.40196883494076,4.667432917291114e-4,0.8976301986646877,1.659074701431099
44,7,1,118.26392808204321,0.6942001850344914,0.8976301986646877,1.659074701431099
45,7,1,112.69952298385115,0.7236726566421495,0.8976301986646877,1.659074701431099
46,7,1,110.03832044456408,2.0745199085777184,0.8976301986646877,1.659074701431099
47,7,1,141.47337559298265,0.9116445910665525,0.8976301986646877,1.659074701431099
48,7,1,130.42746431612966,3.088440095907786,0.8976301986646877,1.659074701431099
49,7,1,98.13585046927983,0.15713547878656386,0.8976301986646877,1.659074701431099
50,7,1,123.53590518823036,0.8869055184474531,0.8976301986646877,1.659074701431099
51,7,1,122.93957896274536,0.8405990877648941,0.8976301986646877,1.659074701431099
52,7,1,124.16652082113853,3.3767304473022772,0.8976301986646877,1.659074701431099
53,7,1,110.45681187372725,3.576147143830048,0.8976301986646877,1.659074701431099
54,7,1,103.3605512417356,2.765996067173516,0.8976301986646877,1.659074701431099
55,8,1,134.73284779599507,1.1912612867123331,10.693888536675018,1.659074701431099
56,8,1,186.27866788387817,4.679995000403771,10.693888536675018,1.659074701431099
57,9,1,105.22679453743612,2.3354799789832517,2.9895962576768045,1.659074701431099
58,9,1,109.0855087326151,4.36546810169704,2.9895962576768045,1.659074701431099
59,9,1,70.72516069855956,0.9214656860038632,2.9895962576768045,1.659074701431099
60,9,1,77.97955812839493,4.073121312800285,2.9895962576768045,1.659074701431099
61,9,1,114.11053333462648,3.0175374163997493,2.9895962576768045,1.659074701431099
62,9,1,121.7986137275965,2.021666852313193,2.9895962576768045,1.659074701431099
63,9,1,82.63838256153004,0.08518054253084545,2.9895962576768045,1.659074701431099
64,9,1,81.6918813921638,0.48622249594742034,2.9895962576768045,1.659074701431099
65,9,1,77.56732106051783,1.2227341970060006,2.9895962576768045,1.659074701431099
66,9,1,95.1749123852209,3.205833431308154,2.9895962576768045,1.659074701431099
67,9,1,100.73527249153497,1.5431690488257137,2.9895962576768045,1.659074701431099
68,10,1,110.04252638631876,0.7763414252041353,0.8712867578443924,1.659074701431099
69,10,1,112.64716257171185,0.8415600387253223,0.8712867578443924,1.659074701431099
70,10,1,116.25192996955101,1.3213278243148223,0.8712867578443924,1.659074701431099
71,10,1,108.99313650123176,0.20670068671784622,0.8712867578443924,1.659074701431099
72,10,1,78.27874826271409,0.32317257359517065,0.8712867578443924,1.659074701431099
73,10,1,104.42171161820836,3.479783293571722,0.8712867578443924,1.659074701431099
74,10,1,106.04870281536799,0.43688003383180113,0.8712867578443924,1.659074701431099
75,10,1,102.4726631053491,1.145958293160301,0.8712867578443924,1.659074701431099
76,10,1,129.05400502707266,6.095249558730118,0.8712867578443924,1.659074701431099
77,10,1,99.72566341827836,0.6056530589739795,0.8712867578443924,1.659074701431099
78,10,1,93.1736676858682,0.8531223217847235,0.8712867578443924,1.659074701431099
79,10,1,86.57058273086348,0.4707481161765768,0.8712867578443924,1.659074701431099
80,10,1,109.68791053016787,2.8673147285002254,0.8712867578443924,1.659074701431099
81,10,1,113.60657414678396,0.4340850294092063,0.8712867578443924,1.659074701431099
82,11,1,108.71769818600161,0.3297276181282135,0.1655603785147963,1.659074701431099
83,11,1,100.67459434866312,1.8852668696187993,0.1655603785147963,1.659074701431099
84,11,1,113.68005002990277,3.452634820846881,0.1655603785147963,1.659074701431099
85,11,1,103.72198425667277,4.043064307060481,0.1655603785147963,1.659074701431099
86,11,1,101.86539739161852,1.3279160903810867,0.1655603785147963,1.659074701431099
87,11,1,89.49964225172805,1.2509927257303624,0.1655603785147963,1.659074701431099
88,12,1,98.85705500712191,1.720396570100984,1.3250098018284064,1.659074701431099
89,12,1,106.9041826540042,3.1191523015309377,1.3250098018284064,1.659074701431099
90,12,1,113.11366103900225,1.2507587121107528,1.3250098018284064,1.659074701431099
91,12,1,103.13046352329182,0.5254775029401809,1.3250098018284064,1.659074701431099
92,12,1,133.56692301436652,3.504465596147202,1.3250098018284064,1.659074701431099
93,12,1,151.3365460674788,2.5674100967451268,1.3250098018284064,1.659074701431099
94,12,1,114.51520907142103,2.8326331703953875,1.3250098018284064,1.659074701431099
95,12,1,107.1075125488652,1.5629780924718506,1.3250098018284064,1.659074701431099
