STM_1,STM_2,STM_3,DF,DB,EC_1,EC_2,EC_3
-0.9017278477485476,-0.6984724440675696,0.13591491977837167,-0.46850272165698775,-1.345616164412532,-0.6735438438996639,0.3897883500462136,-0.45199165066286673
1.290735134513721,0.7828163784964529,0.8075490854989309,0.5992266613787617,-0.9056676198962088,-0.09094555620605557,1.194794706963986,0.38589546505858124
-1.509079837345418,-1.066232085206262,-1.4888856166514248,-1.3357189341390896,0.16469533502804012,-0.16932297871831636,-0.9330503094553396,0.5124058323998932
0.009987331454191247,-0.41852908175541237,0.15591398831425507,0.3513587086776294,-0.44561584816301775,-0.10152060775145458,0.024476546936422372,-0.135199802626947
0.1796432088457423,0.5314024022467797,0.08533933796750881,2.019603360986172,0.16764647520978976,0.9434897350097106,-0.2847146213627116,0.2127470908074961
0.2616050862264155,0.08687668733438556,0.08862939557106668,0.9981360046977715,0.5127388342779229,0.12562258479947314,1.1026112398452952,-0.5831357714389316
1.0319766806209614,0.4853043659081292,0.6533306333494656,0.017976312091378843,1.8211161620648904,1.4753994015083343,1.8698296112438495,2.0430096338975567
-0.1663221864861183,-1.1374879735738483,0.6372463937623557,-0.3331146020407305,-0.6194874184207766,-0.26002505895734634,0.6375221525414441,-0.12147518569771387
-0.2112707056187073,-0.055627913090222414,-0.4628735558872963,0.1817663353673245,0.7326676097160064,0.44754162479515053,0.672877681278591,1.0690545440965544
0.39277286175915643,0.11024444952885881,-0.09402502441860468,-0.5920961003020051,0.04405156235309682,-0.25304353692847226,-1.0785568651526545,0.34390177794384613
-0.7050252707671331,-0.17230768320529272,-0.45177148805147915,-0.5150477122176589,-0.5470270924360942,-0.03952488677262611,0.28509239452798363,-0.06501486053088601
-1.0594190686668417,-0.36615436542182395,-1.5161915339067087,-0.6740290453081557,-1.4647550280096597,-0.9914617209994552,-0.8802418132559882,-1.0865779365553123
-0.6848432638085457,-1.3268076597335128,-1.0794357140282964,-0.8907815389130759,-0.5745218068847359,0.1054367361353693,-0.9705489836043909,-0.5027161075224807
2.340494369126431,1.836388394008678,1.699595693751078,1.1523722898923126,0.6492340904377226,-0.5735370910980677,0.9229835534068873,-0.48286109512820774
2.0366589793359324,1.5968462599153725,1.101368765429307,0.5732232226892044,0.8306924036089444,-0.1626431919791428,0.12221821099550101,-0.27210586894253197
1.2407384676473574,1.2398315188777014,1.017524062869343,0.06575160666527591,0.15772627330743666,0.3293771540985947,0.16486450452617407,0.6453745329306513
1.069977458493495,-0.15619702789739198,-0.14370197936533696,2.5313929475068475,0.27665502815060583,0.39618750020225624,0.6791740009393886,0.862592960642328
0.19309852745020767,0.39873255126331836,0.3679596124467033,1.735231209772632,0.14504978010157937,-0.32717647741528005,-0.6750152694696232,5.593721926639428e-4
-0.0835269643844774,1.3304230885949595,0.4974925982653377,-0.006942608888716784,0.19021919323781739,0.057893906141318174,0.01871192664792165,0.7136794738223278
-0.3894682511337203,-0.6883656257488953,-0.4929013199054913,-1.0506016320723846,-1.7424036113691423,-1.7031897443884998,0.17879342329857495,-0.7894615748939127
2.653922269789491,2.102269109617615,1.326861647020305,1.597469699096467,0.6362596317780758,0.8447280395186911,0.6078930058651167,0.558244905859376
-0.9425988194617644,-0.8901867616701035,-0.5025267368109987,-1.2685489784912616,-1.8963310981896995,-2.033905818064513,-0.4208712176892321,-1.7583840375319484
0.30320374091626917,1.0789497789352978,1.3056410977522441,1.1315135779463257,-0.4679375094646022,-0.2472560831272863,-0.048968295154683705,-0.45073099791351956
1.435955008062438,0.21879564267732254,0.3872881195958958,-0.24526190264702735,-0.06073562324358084,-0.5394615282614419,-1.0551021975804773,-0.37810519121225783
-0.9922453708958563,-0.8318666912232566,0.1255923440275718,-1.2508327128192718,-0.8171937506999116,-0.18220852808755816,1.0464964247955701,-0.15356659978240228
-0.376240414657355,-0.40771517895521014,-0.2633547435521733,-0.025372015925719492,-0.6658497345792148,-0.4058206957759577,-0.9925462040958245,-0.4583371384401188
-0.6243001198430207,-0.5959190921235415,-0.31972916576191013,0.5684156909665519,-1.1024815465670668,0.7610497812598834,0.7617972714210444,-0.24720385883710838
0.8596036642395674,0.8922412782664362,0.7018157235051179,-0.6017621613413048,0.3090097376613673,0.6410467753374027,-0.014063771566578065,0.3621116249862977
-1.1972298062260598,0.2289786720307106,-0.00941187237068375,-0.3399998181666809,0.8360536652341864,0.018669246293454234,0.0537731278445604,0.08413610212876182
0.783708510529743,0.6053999586794464,0.5624353940845862,-0.36622149045961455,0.059577999471262855,1.6558943686154222,0.7658653669460425,1.7329265643548841
0.6011929936600118,0.6066179374736231,0.642492855704448,0.2313341876315893,2.0843403416627813,1.9306702567951222,2.055340651298471,0.9680410355201712
2.1595581172618026,1.8201828959656412,0.6621519250759781,0.8654674907398139,0.8924389720931801,1.5193100281335106,1.8860891926474872,1.5198495136285248
1.1954841499427538,1.7878960092298495,0.539372946693928,1.4387297536084083,1.1324909674932842,0.6386585470561064,1.1623021102025466,0.7774218263424733
1.3053241335707388,0.05573190853570342,0.4191427567238365,1.6542026161753207,0.34752546436500364,0.6417587771200843,-0.8047045841334998,-0.2374338811956751
-0.38498282826632324,-0.27352986251736044,-0.06342136550299449,-0.6934556007271219,-0.9899833473896233,-0.7589118913704631,-1.7001707796856451,-0.6461592129512718
-1.2162029747898793,-3.158177654674848,-2.3729368274281435,-1.7722753338305308,0.07631786392449458,-0.2699949040708969,0.2885495214499274,0.3047735710880195
0.5292516235458411,1.0744578717828206,0.884124128252839,1.3204498967828502,-0.26801595899177,0.5852533298493472,0.0906031993699612,0.4256917923532387
1.4195346256766057,-0.9327697831914337,-0.23297225346688535,0.5352069036302094,-1.019144663252925,-0.9610587046359514,-1.3845140003132257,-1.6167885453396396
-0.3082546676780357,-0.25548223395060493,-0.30037757295295736,-1.0245622831843118,-0.6473250915748258,0.14482497527326957,0.780914557380214,0.18312012497347063
-1.4024713782328735,-2.2498229251591506,-0.6894050642501722,-1.494160028727655,-0.5198044108292015,-1.271264280146438,-0.006197182450705302,-1.3717194021097385
-0.4603411310722918,-1.0990425838093085,-0.7756407822475676,-0.42318376410150105,0.21584143069664646,0.08256484437231293,-1.1622059363614545,-0.363246362325784
0.7048872450107424,0.5937696042189113,0.781431186245082,0.3203849804861415,0.20816298779161618,-0.19132336819845536,-1.603304468637052,-0.06614847686664749
2.331548018276856,1.5156188452390222,1.4975369194136567,2.0667016910069194,0.1046315327590085,-0.1921412320557051,-0.1772442382574051,1.3233365510040778
-1.820320394381111,-1.6356687884718937,-1.81547875990609,-2.3339066353792814,-0.00233454633147967,-0.6062920142585062,-1.1864761882493573,-0.2168373270200057
-2.4370585914519465,-1.449786047186811,-1.4926201590559531,-1.6714674316184253,-1.7491491330343258,-2.6382420003529568,-1.9850029322234521,-2.016583646347555
1.0551499614722628,0.7751832239884238,0.4096936063969371,0.6460086750381947,-0.2974331617264536,0.3353570113659659,-1.636036118736829,0.5241241546340802
0.6305970111565107,-0.1402874106525804,0.30361110425276583,-0.20954837417735273,1.62997884668415,0.31952998374421665,1.4052226358082556,1.10823440897902
