school_id,reading_1,reading_2,school_ses
1,-0.9345623421002618,0.30682272211543704,-0.7036938464385206
1,-0.9717126799871558,0.6402556150115297,-0.7036938464385206
1,-1.3852161629734845,0.5350925704334817,-0.7036938464385206
1,-0.7417775914618666,0.2599041298867416,-0.7036938464385206
1,-1.3804178412931176,0.17392283012731802,-0.7036938464385206
1,0.460666156116162,1.1118422429186021,-0.7036938464385206
1,-0.1411699186399543,0.17467688212213384,-0.7036938464385206
1,-0.9439339665999991,0.4038761208810048,-0.7036938464385206
1,-1.1681112762127661,0.5314492982824447,-0.7036938464385206
1,0.02386181024303607,1.146856567729251,-0.7036938464385206
1,-0.8381082229116971,1.0284162321661086,-0.7036938464385206
1,-0.8509688738418378,0.41112509011787457,-0.7036938464385206
1,-1.0605196478805368,-0.13513955021380597,-0.7036938464385206
1,-0.02554241876824893,0.6077514052527437,-0.7036938464385206
1,-1.1169477276383413,0.7037978319461637,-0.7036938464385206
1,-0.8353350790768683,0.6793886158047341,-0.7036938464385206
1,-0.42849869982296235,0.9362620342219496,-0.7036938464385206
1,0.264856307128005,1.3680183835931923,-0.7036938464385206
1,-0.4849249780601304,0.7825587162034731,-0.7036938464385206
1,-0.6400972398236492,0.7234629666906818,-0.7036938464385206
1,-0.4834852481077285,1.2342393242219734,-0.7036938464385206
1,-0.019010268001838235,0.7471701905138843,-0.7036938464385206
1,-0.82227019056863,0.07388350573042846,-0.7036938464385206
1,-0.39539400430544325,1.1396322521891404,-0.7036938464385206
1,-1.0346790886152677,0.6709333616430289,-0.7036938464385206
1,-1.0678076008303572,0.7439612902869273,-0.7036938464385206
1,-1.3523615432665554,0.14241005926410688,-0.7036938464385206
1,-0.9253641041369047,0.9154024754071974,-0.7036938464385206
1,-0.429264733779511,0.8112847426339447,-0.7036938464385206
1,-0.9122527941518573,0.674647715704527,-0.7036938464385206
1,-1.573371099040013,0.5748962653831486,-0.7036938464385206
1,-0.35921581527236185,0.72308677397639,-0.7036938464385206
1,-0.03904271075484892,0.6794080347530307,-0.7036938464385206
1,-1.8802705564872806,-0.1599755671955796,-0.7036938464385206
1,-1.4175457083869836,0.6608156974058308,-0.7036938464385206
1,0.023258121799079712,0.8296702622012265,-0.7036938464385206
1,-1.004963688774988,0.7463165841740456,-0.7036938464385206
1,-0.5046886852998724,1.394890499426076,-0.7036938464385206
1,-1.2470478032356522,0.8959588482457076,-0.7036938464385206
1,-1.7986650784993197,0.18492953573368798,-0.7036938464385206
1,-0.6480635333159378,1.0682045282013435,-0.7036938464385206
1,-1.1185960634303358,0.010057935079289315,-0.7036938464385206
1,-1.3713257577692137,0.08882952539156896,-0.7036938464385206
1,-0.022127087784313597,0.749502947456878,-0.7036938464385206
1,-0.6137519478367836,1.2512463592976428,-0.7036938464385206
1,-0.08224584278483446,1.0888924321513804,-0.7036938464385206
1,0.9037992467107283,1.343296472449648,-0.7036938464385206
1,-0.9430494985930038,0.4638554792134344,-0.7036938464385206
1,-0.9949683356370346,0.34577988269866466,-0.7036938464385206
1,-1.0541160884415575,0.4929195269238297,-0.7036938464385206
1,-0.4164250914201798,0.4811632461121461,-0.7036938464385206
1,0.04164257829535236,0.9958548895080899,-0.7036938464385206
1,-0.9347763037593989,0.8227168201225672,-0.7036938464385206
2,-1.056204455119756,0.565224705324382,-0.9773630056562829
2,-0.9644811714044965,0.23968269900552863,-0.9773630056562829
2,-0.419862123576931,0.7295501172688288,-0.9773630056562829
2,-1.5261063149040384,0.6752896051406538,-0.9773630056562829
2,-0.8188439345632368,0.3156990971125152,-0.9773630056562829
2,-0.5573176939788419,0.2093448576972221,-0.9773630056562829
2,-0.7956901951632926,-0.003024590534244087,-0.9773630056562829
2,-1.6062590782715656,0.2741250227438067,-0.9773630056562829
